肉豆腐,11.2
角煮,8.0
肉野菜炒め,6.3
牛すじ煮込み,10.0
ハンバーグ,12.6
ささみフライ,9.0
ビーフシチュー,9.0
ジャガイモのそぼろ煮,23.6
ビーフストロガノフ,13.7
豚肉のしょうが焼き（ロース）,4.2
ピーマンの肉詰め,7.9
酢豚,23.3
ヒレカツ,8.3
チキンカツ,8.0
ホイコーロー,8.9
チキンソテー（モモ肉）,1.1
ポテトコロッケ,26.8
チンジャオロースー,7.4
メンチカツ,18.4
つくね,7.9
焼きギョーザ,24.2
鶏のから揚げ（モモ肉）,9.7
レバニラ炒め,5.2
鶏のクリーム煮（胸肉）,16.3
ロースカツ,11.2
肉じゃが,34.6
